,pH,Temp,Current,passorfail,NG
5997,10.56,45.65,7.48,,1.0
5998,10.5,44.71,7.25,,1.0
5999,10.25,42.3,7.59,,1.0
6000,10.49,42.95,8.36,,1.0
6001,9.8,42.8,8.59,,1.0
6002,9.8,43.69,8.47,,1.0
6003,9.7,46.45,6.36,,1.0
6004,9.81,44.13,8.4,,1.0
6005,10.97,44.55,8.77,,1.0
6006,10.03,45.0,8.08,,1.0
6007,10.28,45.03,7.73,,1.0
6008,9.94,43.3,8.55,,1.0
6009,9.81,42.5,7.85,,1.0
6010,10.38,45.99,7.76,,1.0
6011,10.71,46.54,8.02,,1.0
6012,10.7,44.13,7.39,,1.0
6013,10.27,43.18,8.4,,1.0
6014,9.7,47.75,8.88,,1.0
6015,10.42,45.73,7.87,,1.0
6016,10.34,42.68,8.6,,1.0
6017,10.44,43.64,8.23,,1.0
6018,9.77,43.91,7.42,,1.0
6019,10.77,43.13,7.09,,1.0
6020,10.48,42.3,8.88,,1.0
6021,10.39,43.84,8.31,,1.0
6022,9.7,45.74,7.34,,1.0
6023,9.97,47.65,8.69,,1.0
6024,10.98,46.02,7.92,,1.0
6025,9.9,44.93,8.14,,1.0
6026,10.96,42.46,8.14,,1.0
6027,9.81,47.16,8.81,,1.0
6028,9.62,44.27,7.34,,1.0
6029,10.14,42.71,7.54,,1.0
6030,9.88,45.08,8.55,,1.0
6031,9.7,46.45,6.36,,1.0
6032,9.72,42.72,8.79,,1.0
6033,9.56,47.96,8.08,,1.0
6034,10.42,46.27,7.21,,1.0
6035,10.08,44.12,7.45,,1.0
6036,9.62,47.72,8.37,,1.0
6037,10.98,45.67,7.12,,1.0
6038,10.19,43.04,7.2,,1.0
6039,10.55,47.98,8.43,,1.0
6040,10.13,45.81,7.11,,1.0
6041,10.37,42.18,8.06,,1.0
6042,10.46,42.26,7.4,,1.0
6043,10.36,44.13,7.3,,1.0
6044,10.49,43.33,8.17,,1.0
6045,9.7,46.45,6.36,,1.0
6046,10.61,43.04,8.14,,1.0
6047,9.7,46.45,6.36,,1.0
6048,10.79,44.43,8.02,,1.0
6049,10.5,42.44,7.64,,1.0
6050,10.63,45.07,8.23,,1.0
6051,9.52,42.77,8.11,,1.0
6052,10.88,42.05,8.29,,1.0
6053,9.96,46.65,7.52,,1.0
6054,10.49,44.47,8.15,,1.0
6055,10.29,43.81,8.33,,1.0
6056,10.98,44.6,7.53,,1.0
6057,10.15,47.2,8.13,,1.0
6058,9.69,44.48,8.79,,1.0
6059,9.56,42.58,7.18,,1.0
6060,9.72,47.25,8.04,,1.0
6061,10.37,44.2,8.79,,1.0
6062,10.34,45.37,7.24,,1.0
6063,9.6,43.35,8.58,,1.0
6064,10.41,44.62,8.84,,1.0
6065,10.41,45.15,8.48,,1.0
6066,10.79,45.67,8.36,,1.0
6067,10.95,42.61,8.02,,1.0
6068,9.77,43.78,8.19,,1.0
6069,10.37,44.9,8.38,,1.0
6070,9.64,45.13,8.86,,1.0
6071,10.42,43.62,8.6,,1.0
6072,10.68,44.65,7.12,,1.0
6073,10.42,44.68,8.01,,1.0
6074,10.96,43.45,8.2,,1.0
6075,10.9,44.81,7.49,,1.0
6076,10.44,45.93,8.48,,1.0
6077,10.0,42.3,7.39,,1.0
6078,9.97,46.23,8.73,,1.0
6079,10.33,43.34,8.28,,1.0
6080,10.46,45.6,8.91,,1.0
6081,10.6,42.17,7.29,,1.0
6082,10.71,47.45,8.95,,1.0
6083,9.7,42.4,7.99,,1.0
6084,10.09,44.87,7.8,,1.0
6085,10.64,44.88,8.69,,1.0
6086,10.28,42.47,7.36,,1.0
6087,10.04,43.42,8.18,,1.0
6088,10.72,45.38,7.66,,1.0
6089,10.15,43.27,7.77,,1.0
6090,9.8,43.63,7.22,,1.0
6091,10.98,43.71,8.22,,1.0
6092,10.82,46.06,8.14,,1.0
6093,10.2,46.67,8.41,,1.0
6094,10.08,44.26,7.79,,1.0
6095,10.63,43.88,8.13,,1.0
6096,10.64,45.95,7.04,,1.0
6097,9.59,43.51,8.97,,1.0
6098,10.08,44.15,8.27,,1.0
6099,9.59,47.84,7.67,,1.0
6100,11.87,43.42,8.98,,1.0
6101,9.6,44.93,7.95,,1.0
6102,10.59,46.67,8.0,,1.0
6103,10.95,47.88,7.69,,1.0
6104,11.65,45.68,8.83,,1.0
6105,10.17,46.64,8.59,,1.0
6106,9.51,47.36,8.41,,1.0
6107,11.74,47.99,8.02,,1.0
6108,10.5,45.72,8.36,,1.0
6109,10.71,47.53,8.83,,1.0
6110,10.65,43.0,8.07,,1.0
6111,9.75,44.42,8.92,,1.0
6112,10.45,44.51,8.26,,1.0
6113,9.69,45.31,8.91,,1.0
6114,10.54,43.21,8.94,,1.0
6115,10.55,44.41,7.83,,1.0
6116,10.54,43.43,8.2,,1.0
6117,10.38,46.43,7.01,,1.0
6118,10.41,42.66,7.33,,1.0
6119,10.66,44.64,8.1,,1.0
6120,9.96,45.99,8.04,,1.0
6121,10.61,44.16,8.44,,1.0
6122,9.57,45.48,7.41,,1.0
6123,9.95,45.35,7.11,,1.0
6124,10.59,47.17,8.24,,1.0
6125,9.58,44.37,7.89,,1.0
6126,10.45,44.66,8.7,,1.0
6127,9.92,47.06,8.36,,1.0
6128,9.99,47.96,8.64,,1.0
6129,10.43,42.91,8.5,,1.0
6130,9.79,42.29,7.28,,1.0
6131,10.88,43.29,8.7,,1.0
6132,10.74,47.53,7.83,,1.0
6133,10.75,47.9,7.38,,1.0
6134,10.04,43.65,8.37,,1.0
6135,9.97,42.23,7.22,,1.0
6136,10.05,43.4,8.43,,1.0
6137,10.41,45.0,8.23,,1.0
6138,10.98,46.13,7.64,,1.0
6139,10.75,44.57,8.29,,1.0
6140,9.54,44.43,8.02,,1.0
6141,10.23,42.29,8.38,,1.0
6142,9.75,45.7,8.37,,1.0
6143,10.55,47.73,7.54,,1.0
6144,10.52,45.76,8.54,,1.0
6145,10.36,46.93,7.37,,1.0
6146,10.51,44.21,8.36,,1.0
6147,10.67,46.29,6.32,,1.0
6148,10.64,42.01,8.08,,1.0
6149,10.84,43.32,7.6,,1.0
6150,10.67,43.81,7.8,,1.0
6151,10.03,45.73,8.56,,1.0
6152,9.86,46.65,7.94,,1.0
6153,9.76,45.26,8.29,,1.0
6154,11.55,45.78,7.98,,1.0
6155,10.43,45.89,8.1,,1.0
6156,9.52,45.35,8.79,,1.0
6157,9.97,43.68,8.13,,1.0
6158,9.84,45.56,7.8,,1.0
6159,9.66,46.27,7.07,,1.0
6160,10.7,44.05,8.14,,1.0
6161,10.71,47.28,7.4,,1.0
6162,9.71,46.91,8.23,,1.0
6163,10.93,44.04,7.13,,1.0
6164,10.66,45.32,8.76,,1.0
6165,10.51,43.75,8.37,,1.0
6166,10.1,42.83,8.53,,1.0
6167,9.58,47.88,8.39,,1.0
6168,10.74,43.26,8.01,,1.0
6169,10.33,44.14,7.76,,1.0
6170,9.86,42.82,7.5,,1.0
6171,10.96,46.39,8.0,,1.0
6172,10.38,44.77,7.62,,1.0
6173,10.94,46.74,8.33,,1.0
6174,10.73,46.73,8.4,,1.0
6175,10.84,42.83,8.39,,1.0
6176,9.92,44.97,8.68,,1.0
6177,10.1,43.79,8.52,,1.0
6178,9.87,43.67,8.96,,1.0
6179,9.98,43.81,8.96,,1.0
6180,10.38,46.54,8.82,,1.0
6181,10.82,43.06,8.99,,1.0
6182,10.45,42.56,7.56,,1.0
6183,9.59,42.05,7.52,,1.0
6184,10.16,45.54,7.52,,1.0
6185,10.08,44.83,8.18,,1.0
6186,10.46,45.36,7.7,,1.0
6187,10.47,46.01,7.29,,1.0
6188,10.33,46.81,8.41,,1.0
6189,10.14,45.15,8.85,,1.0
6190,9.98,47.18,8.67,,1.0
6191,9.73,47.86,8.5,,1.0
6192,10.46,42.84,8.84,,1.0
6193,10.22,47.26,7.88,,1.0
6194,10.75,45.55,8.58,,1.0
6195,10.99,46.52,7.59,,1.0
6196,10.88,43.34,8.68,,1.0
6197,9.93,44.32,8.1,,1.0
6198,9.75,44.64,8.59,,1.0
6199,10.63,46.08,7.04,,1.0
6200,9.78,46.13,8.43,,1.0
6201,10.42,47.97,7.25,,1.0
6202,9.64,47.58,7.07,,1.0
6203,10.77,43.94,8.96,,1.0
6204,10.61,44.57,7.41,,1.0
6205,10.14,44.77,7.49,,1.0
6206,9.84,43.49,8.28,,1.0
6207,10.64,45.35,7.45,,1.0
6208,11.57,46.9,7.29,,1.0
6209,9.74,43.32,8.3,,1.0
6210,10.02,42.2,7.71,,1.0
6211,10.09,44.78,8.02,,1.0
6212,9.95,42.98,7.37,,1.0
6213,10.57,46.81,7.7,,1.0
6214,10.56,45.72,7.92,,1.0
6215,10.88,44.94,8.41,,1.0
6216,10.82,45.79,7.66,,1.0
6217,9.65,42.38,7.56,,1.0
6218,10.07,47.7,8.71,,1.0
6219,9.93,46.95,8.0,,1.0
6220,10.6,42.55,6.41,,1.0
6221,10.91,43.9,8.77,,1.0
6222,9.88,45.71,7.39,,1.0
6223,10.06,44.27,8.23,,1.0
6224,10.69,46.37,7.54,,1.0
6225,9.81,44.31,7.61,,1.0
6226,10.48,46.26,7.56,,1.0
6227,9.94,44.54,8.38,,1.0
6228,10.2,45.56,7.87,,1.0
6229,10.03,43.51,7.01,,1.0
6230,10.17,43.29,7.68,,1.0
6231,10.09,43.02,8.57,,1.0
6232,9.84,45.16,8.9,,1.0
6233,10.59,45.27,7.38,,1.0
6234,10.62,45.0,8.57,,1.0
6235,10.68,43.36,8.4,,1.0
6236,10.14,45.25,7.42,,1.0
6237,9.72,47.88,7.62,,1.0
6238,10.42,44.83,8.69,,1.0
6239,9.52,44.66,8.6,,1.0
6240,9.76,45.8,8.06,,1.0
6241,10.41,42.25,8.6,,1.0
6242,9.66,45.37,8.3,,1.0
6243,9.63,45.79,8.72,,1.0
6244,10.77,45.18,7.03,,1.0
6245,9.8,42.42,7.63,,1.0
6246,10.65,43.68,7.47,,1.0
6247,10.62,43.24,8.13,,1.0
6248,10.94,46.96,8.66,,1.0
6249,9.65,45.17,7.36,,1.0
6250,9.51,44.56,8.42,,1.0
6251,9.81,46.5,7.78,,1.0
6252,9.86,45.96,7.69,,1.0
6253,10.66,45.31,8.83,,1.0
6254,10.87,42.37,7.41,,1.0
6255,10.26,43.25,7.61,,1.0
6256,10.28,42.53,8.35,,1.0
6257,10.35,47.63,8.16,,1.0
6258,10.01,42.63,8.58,,1.0
6259,10.55,42.97,8.69,,1.0
6260,9.73,43.42,7.06,,1.0
6261,10.77,45.68,8.7,,1.0
6262,10.19,45.77,7.32,,1.0
6263,10.93,46.74,8.2,,1.0
6264,9.79,46.18,7.4,,1.0
6265,10.24,45.18,8.21,,1.0
6266,10.55,45.88,8.39,,1.0
6267,10.77,45.21,8.59,,1.0
6268,9.94,46.99,8.46,,1.0
6269,9.53,42.56,7.86,,1.0
6270,10.28,42.31,8.98,,1.0
6271,10.44,43.3,7.02,,1.0
6272,9.59,43.19,7.57,,1.0
6273,10.48,47.16,8.27,,1.0
6274,10.78,45.88,7.25,,1.0
6275,9.69,47.77,7.52,,1.0
6276,10.64,46.02,8.77,,1.0
6277,10.25,44.95,7.24,,1.0
6278,10.96,46.24,8.31,,1.0
6279,9.91,44.71,8.67,,1.0
6280,9.56,46.35,7.15,,1.0
6281,9.93,45.82,7.67,,1.0
6282,9.97,43.72,7.66,,1.0
6283,10.12,45.62,8.31,,1.0
6284,10.23,42.94,7.13,,1.0
6285,10.06,47.12,7.43,,1.0
6286,10.76,43.16,8.91,,1.0
6287,9.56,44.71,8.0,,1.0
6288,10.64,42.12,7.97,,1.0
6289,10.6,42.21,7.16,,1.0
6290,9.7,45.7,8.61,,1.0
6291,9.98,45.17,8.08,,1.0
6292,9.77,45.9,8.42,,1.0
6293,9.55,44.46,8.32,,1.0
6294,10.88,47.04,8.42,,1.0
6295,10.32,42.16,8.29,,1.0
6296,9.53,45.48,7.1,,1.0
6297,9.83,44.31,7.38,,1.0
6298,10.79,45.12,8.44,,1.0
6299,10.25,42.88,8.02,,1.0
6300,9.57,43.33,7.37,,1.0
6301,10.24,46.97,7.27,,1.0
6302,10.32,45.4,8.21,,1.0
6303,10.8,42.69,7.5,,1.0
6304,9.99,43.63,8.23,,1.0
6305,10.9,46.1,7.94,,1.0
6306,9.83,44.75,8.14,,1.0
6307,9.51,45.94,8.4,,1.0
6308,10.26,46.96,7.84,,1.0
6309,10.66,47.09,7.16,,1.0
6310,9.85,44.2,8.59,,1.0
6311,9.79,42.32,7.02,,1.0
6312,9.72,45.41,7.41,,1.0
6313,9.53,45.27,7.58,,1.0
6314,10.94,42.59,7.37,,1.0
6315,10.39,43.69,7.96,,1.0
6316,9.64,47.74,7.5,,1.0
6317,9.88,44.26,7.58,,1.0
6318,10.25,45.29,7.32,,1.0
6319,10.84,46.96,8.35,,1.0
6320,10.6,44.95,7.74,,1.0
6321,10.63,47.73,8.24,,1.0
6322,10.91,42.21,7.83,,1.0
6323,10.71,44.49,8.37,,1.0
6324,10.21,46.34,8.09,,1.0
6325,10.98,45.76,8.9,,1.0
6326,9.75,44.7,8.29,,1.0
6327,9.78,43.25,7.71,,1.0
6328,9.78,43.04,7.29,,1.0
6329,9.71,43.24,7.64,,1.0
6330,10.88,42.86,8.76,,1.0
6331,10.49,46.65,7.58,,1.0
6332,10.88,45.69,7.68,,1.0
6333,10.07,44.94,7.51,,1.0
6334,9.89,44.68,8.05,,1.0
6335,10.15,47.99,7.64,,1.0
6336,9.9,44.71,7.3,,1.0
6337,10.48,45.3,8.03,,1.0
6338,10.03,46.03,7.68,,1.0
6339,10.19,43.62,8.1,,1.0
6340,10.06,42.77,7.48,,1.0
6341,10.49,43.8,8.41,,1.0
6342,10.17,43.48,8.55,,1.0
6343,9.84,45.85,7.28,,1.0
6344,9.56,44.78,8.67,,1.0
6345,10.62,45.59,8.48,,1.0
6346,10.69,46.84,7.04,,1.0
6347,10.59,46.26,8.45,,1.0
6348,10.98,45.46,8.91,,1.0
6349,10.14,47.37,7.35,,1.0
6350,9.57,46.05,7.94,,1.0
6351,9.6,45.2,7.03,,1.0
6352,10.22,45.71,8.27,,1.0
6353,10.6,45.25,7.88,,1.0
6354,9.97,44.32,7.48,,1.0
6355,10.58,43.03,6.38,,1.0
6356,10.46,44.32,8.66,,1.0
6357,9.73,43.56,7.98,,1.0
6358,10.42,42.9,7.72,,1.0
6359,10.47,45.86,8.58,,1.0
6360,10.19,47.58,7.22,,1.0
6361,10.92,43.81,7.81,,1.0
6362,10.42,43.02,8.11,,1.0
6363,10.56,44.41,8.64,,1.0
6364,10.89,43.15,8.4,,1.0
6365,10.3,43.3,8.14,,1.0
6366,9.98,42.29,8.35,,1.0
6367,10.48,45.29,7.31,,1.0
6368,10.74,42.44,8.65,,1.0
6369,9.81,42.55,8.02,,1.0
6370,10.48,44.58,7.39,,1.0
6371,9.65,44.28,7.81,,1.0
6372,10.79,44.9,8.15,,1.0
6373,10.22,45.36,8.49,,1.0
6374,10.44,43.21,7.69,,1.0
6375,10.12,44.32,7.56,,1.0
6376,10.32,42.85,7.42,,1.0
6377,10.15,45.23,7.87,,1.0
6378,10.55,45.91,8.83,,1.0
6379,10.2,44.5,8.98,,1.0
6380,9.62,46.09,8.41,,1.0
6381,9.97,47.42,7.71,,1.0
6382,9.62,47.12,7.67,,1.0
6383,10.86,43.06,8.07,,1.0
6384,10.2,46.99,7.76,,1.0
6385,10.46,45.7,8.59,,1.0
6386,10.43,45.09,7.97,,1.0
6387,10.16,44.94,7.41,,1.0
6388,9.68,44.37,7.79,,1.0
6389,10.04,47.04,7.57,,1.0
6390,9.97,47.76,8.44,,1.0
6391,10.99,46.98,8.9,,1.0
6392,9.96,42.32,8.68,,1.0
6393,9.92,47.76,7.05,,1.0
6394,10.6,42.76,7.56,,1.0
6395,9.57,42.22,8.27,,1.0
6396,10.02,43.2,7.58,,1.0
6397,10.72,47.55,8.96,,1.0
6398,10.38,45.16,8.99,,1.0
6399,9.83,45.46,7.26,,1.0
6400,9.93,46.27,7.72,,1.0
6401,9.63,46.39,7.47,,1.0
6402,9.99,44.49,8.78,,1.0
6403,11.96,47.3,7.37,,1.0
6404,10.76,45.76,7.84,,1.0
6405,10.05,42.78,7.2,,1.0
6406,10.56,45.13,7.29,,1.0
6407,9.73,45.4,8.62,,1.0
6408,10.22,46.47,7.61,,1.0
6409,10.83,45.75,8.11,,1.0
6410,9.89,51.43,7.75,,1.0
6411,10.06,44.4,7.41,,1.0
6412,10.44,42.23,7.36,,1.0
6413,10.92,42.89,7.51,,1.0
6414,9.91,42.21,7.73,,1.0
6415,10.33,47.44,8.33,,1.0
6416,9.82,44.99,7.23,,1.0
6417,10.36,44.94,7.05,,1.0
6418,9.92,46.16,8.05,,1.0
6419,10.85,44.47,8.7,,1.0
6420,10.73,44.41,8.15,,1.0
6421,10.08,43.72,7.64,,1.0
6422,10.38,42.49,7.32,,1.0
6423,10.24,44.38,7.12,,1.0
6424,10.68,47.4,8.17,,1.0
6425,10.03,43.94,8.22,,1.0
6426,10.0,44.66,7.91,,1.0
6427,10.34,47.5,8.35,,1.0
6428,10.91,44.36,7.5,,1.0
6429,10.62,45.66,7.83,,1.0
6430,10.19,46.8,7.61,,1.0
6431,11.49,46.59,5.88,,1.0
6432,10.28,43.59,8.59,,1.0
6433,10.07,44.64,7.87,,1.0
6434,10.17,45.39,7.2,,1.0
6435,10.61,42.48,7.96,,1.0
6436,10.67,44.51,7.92,,1.0
6437,9.82,46.14,7.44,,1.0
6438,9.83,43.76,7.65,,1.0
6439,9.78,46.56,8.08,,1.0
6440,9.99,42.82,8.45,,1.0
6441,9.84,46.12,7.81,,1.0
6442,10.67,46.21,7.95,,1.0
6443,9.96,46.7,8.84,,1.0
6444,9.72,44.25,8.65,,1.0
6445,10.34,47.34,7.88,,1.0
6446,10.17,45.12,8.47,,1.0
6447,9.75,45.35,7.57,,1.0
6448,10.0,44.34,8.34,,1.0
6449,10.89,43.44,8.46,,1.0
6450,10.82,46.5,7.73,,1.0
6451,10.87,43.78,7.15,,1.0
6452,9.54,44.11,8.14,,1.0
6453,9.61,46.5,7.9,,1.0
6454,9.66,47.46,8.54,,1.0
6455,9.6,42.13,8.21,,1.0
6456,10.27,46.41,8.29,,1.0
6457,10.28,45.77,7.21,,1.0
6458,10.91,44.76,7.55,,1.0
6459,10.54,46.68,8.7,,1.0
6460,10.49,43.26,8.31,,1.0
6461,10.45,43.73,8.13,,1.0
6462,9.93,47.81,8.31,,1.0
6463,10.57,43.35,8.41,,1.0
6464,10.03,44.55,7.52,,1.0
6465,10.32,44.66,7.19,,1.0
6466,10.15,44.47,7.49,,1.0
6467,10.43,45.24,8.15,,1.0
6468,10.16,46.24,7.54,,1.0
6469,10.13,42.8,8.91,,1.0
6470,10.02,47.54,7.53,,1.0
6471,9.93,42.46,7.21,,1.0
6472,9.51,46.24,7.92,,1.0
6473,10.55,47.79,7.99,,1.0
6474,9.99,47.42,7.66,,1.0
6475,9.67,44.87,7.54,,1.0
6476,9.61,43.6,7.22,,1.0
6477,10.17,44.01,7.07,,1.0
6478,10.85,47.76,8.71,,1.0
6479,10.35,42.7,8.62,,1.0
6480,10.8,43.33,8.06,,1.0
6481,10.84,46.53,7.32,,1.0
6482,10.29,44.38,8.2,,1.0
6483,10.83,45.69,8.16,,1.0
6484,10.14,47.78,7.68,,1.0
6485,10.17,45.27,7.79,,1.0
6486,10.97,47.36,6.32,,1.0
6487,9.71,44.03,7.43,,1.0
6488,10.76,43.29,7.65,,1.0
6489,10.28,46.59,7.95,,1.0
6490,10.58,45.77,8.01,,1.0
6491,10.69,46.07,8.38,,1.0
6492,10.1,44.85,7.32,,1.0
6493,10.61,42.67,7.04,,1.0
6494,9.6,42.48,8.28,,1.0
6495,10.82,45.45,8.33,,1.0
6496,10.11,44.53,8.12,,1.0
6497,9.66,44.75,7.32,,1.0
6498,9.56,43.38,8.27,,1.0
6499,9.53,42.76,7.77,,1.0
6500,10.52,47.17,8.97,,1.0
6501,10.73,45.69,8.82,,1.0
6502,10.45,44.46,7.93,,1.0
6503,9.95,47.41,8.57,,1.0
6504,9.55,43.64,7.74,,1.0
6505,9.78,44.32,7.58,,1.0
6506,10.12,45.74,8.03,,1.0
6507,10.43,45.21,7.6,,1.0
6508,10.63,46.83,8.31,,1.0
6509,10.29,44.58,8.92,,1.0
6510,10.53,47.82,8.26,,1.0
6511,10.4,47.55,8.11,,1.0
6512,9.69,46.22,7.45,,1.0
6513,10.91,47.37,7.83,,1.0
6514,10.5,45.25,7.44,,1.0
6515,10.78,43.14,8.9,,1.0
6516,9.84,44.85,8.58,,1.0
6517,9.84,47.77,7.36,,1.0
6518,10.58,45.85,7.27,,1.0
6519,10.35,45.02,8.28,,1.0
6520,9.9,45.66,7.49,,1.0
6521,10.04,44.01,8.59,,1.0
6522,10.82,47.29,7.89,,1.0
6523,10.37,45.61,8.11,,1.0
6524,10.01,45.28,8.98,,1.0
6525,11.58,45.72,7.25,,1.0
6526,10.85,45.24,8.34,,1.0
6527,10.86,43.67,7.67,,1.0
6528,10.81,44.84,7.83,,1.0
6529,9.68,44.77,7.51,,1.0
6530,10.22,43.04,7.71,,1.0
6531,10.43,47.22,7.89,,1.0
6532,9.7,42.12,8.92,,1.0
6533,11.13,42.71,7.4,,1.0
6534,10.69,45.21,8.81,,1.0
6535,10.23,47.49,7.37,,1.0
6536,10.33,43.52,7.3,,1.0
6537,10.03,44.94,8.11,,1.0
6538,10.86,46.03,8.26,,1.0
6539,9.78,45.57,8.43,,1.0
6540,10.04,42.87,7.57,,1.0
6541,10.18,46.34,7.96,,1.0
6542,9.94,44.45,7.99,,1.0
6543,10.96,47.66,8.65,,1.0
6544,10.69,47.75,7.93,,1.0
6545,10.61,46.73,8.45,,1.0
6546,10.82,46.13,8.95,,1.0
6547,10.36,45.32,8.94,,1.0
6548,9.84,42.59,7.72,,1.0
6549,10.68,46.41,8.16,,1.0
6550,10.27,44.83,8.04,,1.0
6551,10.72,42.99,7.65,,1.0
6552,10.6,47.14,8.41,,1.0
6553,10.28,44.57,7.44,,1.0
6554,10.66,46.69,8.11,,1.0
6555,9.68,47.35,8.37,,1.0
6556,10.08,42.43,7.66,,1.0
6557,10.48,45.88,8.6,,1.0
6558,10.68,45.8,7.38,,1.0
6559,9.92,45.59,8.27,,1.0
6560,9.63,43.84,8.36,,1.0
6561,10.05,46.44,7.94,,1.0
6562,9.96,42.03,7.59,,1.0
6563,9.65,46.41,8.23,,1.0
6564,10.8,46.25,7.42,,1.0
6565,9.78,46.33,7.95,,1.0
6566,9.65,42.84,8.85,,1.0
6567,10.5,45.14,8.16,,1.0
6568,9.74,43.73,7.18,,1.0
6569,10.87,46.63,7.74,,1.0
6570,10.36,44.06,8.85,,1.0
6571,9.56,47.57,8.98,,1.0
6572,10.71,42.25,7.48,,1.0
6573,10.05,44.79,7.82,,1.0
6574,9.91,46.67,7.97,,1.0
6575,9.77,45.2,7.23,,1.0
6576,10.46,44.89,7.56,,1.0
6577,10.7,47.08,8.43,,1.0
6578,10.72,45.49,8.56,,1.0
6579,10.26,46.82,8.73,,1.0
6580,10.44,44.47,8.08,,1.0
6581,10.39,46.75,7.4,,1.0
6582,10.55,45.85,8.18,,1.0
6583,10.14,42.82,7.9,,1.0
6584,10.35,43.72,7.85,,1.0
6585,10.49,45.39,7.63,,1.0
6586,10.03,45.01,8.29,,1.0
6587,9.9,46.33,7.6,,1.0
6588,10.09,47.38,7.67,,1.0
6589,10.25,42.91,7.8,,1.0
6590,10.62,45.4,8.26,,1.0
6591,9.84,44.38,7.01,,1.0
6592,9.57,44.07,8.12,,1.0
6593,10.6,47.88,8.72,,1.0
6594,10.28,47.02,8.86,,1.0
6595,10.64,43.44,7.22,,1.0
6596,10.42,47.17,8.17,,1.0
6597,10.57,47.99,7.9,,1.0
6598,9.58,45.36,7.29,,1.0
6599,10.57,42.92,7.42,,1.0
6600,9.9,46.77,7.58,,1.0
6601,9.81,42.16,7.22,,1.0
6602,10.65,42.2,8.92,,1.0
6603,10.82,43.58,8.59,,1.0
6604,10.47,46.73,8.97,,1.0
6605,10.9,46.82,8.58,,1.0
6606,9.64,47.31,8.29,,1.0
6607,10.22,42.09,8.96,,1.0
6608,9.97,45.52,7.54,,1.0
6609,9.69,46.62,8.48,,1.0
6610,9.81,45.43,7.78,,1.0
6611,10.75,46.72,8.42,,1.0
6612,10.16,46.54,7.71,,1.0
6613,9.75,46.91,8.1,,1.0
6614,10.59,44.39,8.46,,1.0
6615,10.18,47.01,8.12,,1.0
6616,10.66,46.55,7.8,,1.0
6617,10.98,42.95,7.16,,1.0
6618,10.13,42.56,7.23,,1.0
6619,9.89,43.32,7.73,,1.0
6620,10.99,46.25,8.77,,1.0
6621,10.76,44.18,6.49,,1.0
6622,10.38,42.62,8.98,,1.0
6623,10.22,44.99,7.46,,1.0
6624,10.48,43.8,7.51,,1.0
6625,10.83,42.67,8.58,,1.0
6626,9.92,45.18,8.87,,1.0
6627,10.75,44.0,8.62,,1.0
6628,10.0,43.56,8.14,,1.0
6629,10.36,47.68,8.53,,1.0
6630,10.17,45.38,8.76,,1.0
6631,9.97,47.54,7.72,,1.0
6632,9.76,47.21,7.13,,1.0
6633,10.58,43.19,8.37,,1.0
6634,10.13,44.72,7.36,,1.0
6635,10.0,43.47,8.39,,1.0
6636,9.9,44.9,7.3,,1.0
6637,9.91,47.74,7.28,,1.0
6638,9.78,46.61,8.69,,1.0
6639,10.55,42.22,8.61,,1.0
6640,10.21,44.86,8.57,,1.0
6641,10.27,45.22,8.36,,1.0
6642,10.45,42.18,7.42,,1.0
6643,10.65,45.7,8.94,,1.0
6644,10.29,44.68,8.37,,1.0
6645,9.56,42.83,7.31,,1.0
6646,10.73,42.8,7.18,,1.0
6647,10.29,45.38,8.74,,1.0
6648,9.98,47.74,8.69,,1.0
6649,9.56,45.84,7.5,,1.0
6650,10.8,44.16,7.64,,1.0
6651,10.21,43.23,7.95,,1.0
6652,10.4,45.23,8.24,,1.0
6653,10.29,47.39,7.53,,1.0
6654,10.75,42.19,7.58,,1.0
6655,10.06,44.36,8.42,,1.0
6656,9.54,45.01,8.69,,1.0
6657,10.12,45.38,7.68,,1.0
6658,10.29,42.81,8.81,,1.0
6659,9.88,47.95,8.45,,1.0
6660,10.97,46.55,7.26,,1.0
6661,9.96,43.08,7.12,,1.0
6662,10.54,45.37,8.63,,1.0
6663,10.52,44.43,8.84,,1.0
6664,10.13,43.85,7.59,,1.0
6665,10.91,43.8,8.89,,1.0
6666,9.96,44.56,8.18,,1.0
6667,10.64,46.59,7.1,,1.0
6668,9.8,46.42,8.46,,1.0
6669,9.83,42.68,7.73,,1.0
6670,9.89,43.83,7.33,,1.0
6671,10.59,44.95,7.02,,1.0
6672,10.57,47.42,8.81,,1.0
6673,10.78,42.96,7.84,,1.0
6674,10.81,45.57,7.45,,1.0
6675,9.96,47.53,7.79,,1.0
6676,10.67,46.94,8.38,,1.0
6677,9.92,43.58,7.54,,1.0
6678,10.9,42.29,7.78,,1.0
6679,9.92,44.28,8.61,,1.0
6680,9.56,45.83,8.35,,1.0
6681,9.78,47.7,8.52,,1.0
6682,10.91,44.55,7.02,,1.0
6683,10.93,43.6,7.77,,1.0
6684,10.96,43.59,8.66,,1.0
6685,10.97,42.72,7.22,,1.0
6686,10.12,44.7,7.99,,1.0
6687,10.43,43.35,8.33,,1.0
6688,10.7,43.91,7.93,,1.0
6689,10.63,46.34,7.55,,1.0
6690,10.55,43.55,8.28,,1.0
6691,10.99,42.76,8.73,,1.0
6692,10.97,42.4,7.14,,1.0
6693,10.73,44.48,8.66,,1.0
6694,10.56,45.69,8.49,,1.0
6695,10.96,42.5,7.48,,1.0
